id,ts,originator_id,receiver_id,amount,originator_name,receiver_name,originator_state,receiver_state,account_age_days,payment_type,sec_code,channel,is_fraud
3e42a30e-24cc-4536-b3e3-00d8471a5ee4,2026-08-06T01:18:18.584976+00:00,ORIG-18559,RCVR-50683,643.78,Pine Valley Foods,Brightline Supply,NC,TX,2478,Tax payment,CCD,File upload,0
8ef55098-893b-40be-9971-931dcaf3f446,2026-06-24T14:10:18.584976+00:00,ORIG-16902,RCVR-89900,138.82,Northstar Services,Avery Johnson,IL,MA,2271,Bill payment,CCD,Online banking,0
fd62e4a4-1a36-444d-8d27-13672003c84b,2026-08-19T07:25:18.584976+00:00,ORIG-54614,RCVR-31459,440.46,Northstar Services,Avery Johnson,GA,VA,2140,Bill payment,CCD,Online banking,0
8bfdee90-df43-450a-a24c-54d26e328c97,2026-07-25T00:27:18.584976+00:00,ORIG-77725,RCVR-48999,336.43,Summit Health,Cedar Utilities,WA,OH,3593,Bill payment,CCD,Online banking,0
ebfba815-3062-44c1-b2e1-0261b2be57eb,2026-06-29T21:04:18.584976+00:00,ORIG-77936,RCVR-24570,177.54,Northstar Services,Brightline Supply,OH,FL,2393,Direct deposit,WEB,API,0
041c15e0-4c56-408f-a731-964493d4a863,2026-06-24T09:36:18.584976+00:00,ORIG-79313,RCVR-80837,1047.07,Pine Valley Foods,Maple Consulting,FL,IL,1346,Tax payment,WEB,Online banking,0
bf706a2c-6ff5-4aaa-949b-cc210becf002,2026-07-27T22:37:18.584976+00:00,ORIG-37015,RCVR-65765,423.59,Summit Health,Brightline Supply,CO,IL,2145,Payroll,PPD,Online banking,0
3b7dcd8e-e1a2-4ac0-9b08-8113eb051462,2026-08-01T01:02:18.584976+00:00,ORIG-75900,RCVR-54789,934.3,Summit Health,Avery Johnson,GA,OH,2499,Direct deposit,WEB,Online banking,0
ebd8fed7-59f8-4a69-ab07-de223cc05ce9,2026-07-21T05:15:18.584976+00:00,ORIG-90897,RCVR-96073,341.57,Pine Valley Foods,Avery Johnson,CA,WA,1519,Bill payment,PPD,API,0
3a75ac5f-b98a-4615-b43e-fee404a82f56,2026-07-13T03:33:18.584976+00:00,ORIG-38968,RCVR-58977,797.62,Northstar Services,Cedar Utilities,TX,GA,86,Direct deposit,WEB,Online banking,0
a93d74d7-fa0e-42eb-87fb-8c3cca02666f,2026-07-22T20:53:18.584976+00:00,ORIG-12618,RCVR-25930,602.85,Northstar Services,Brightline Supply,VA,NC,1020,Tax payment,PPD,File upload,0
7687a593-9658-43d1-8654-6b79570922b5,2026-07-08T16:20:18.584976+00:00,ORIG-55817,RCVR-25894,508.05,Pine Valley Foods,Maple Consulting,VA,MA,3268,Payroll,WEB,File upload,0
05a609c1-d8da-4d4a-ac00-70ee561158b0,2026-08-16T23:10:18.584976+00:00,ORIG-49234,RCVR-37810,103.62,Summit Health,Brightline Supply,CA,FL,2857,Tax payment,CCD,Online banking,0
e1b1a4ee-9498-4ef1-baa4-90f63fc5e782,2026-07-15T06:10:18.584976+00:00,ORIG-38446,RCVR-55702,246.17,Summit Health,Brightline Supply,NY,CO,2536,Payroll,WEB,Online banking,0
b7b19ea0-b92f-4374-99f5-75a4d50bbc43,2026-07-21T11:08:18.584976+00:00,ORIG-58066,RCVR-92951,509.38,Harbor Manufacturing,Maple Consulting,NC,CO,1371,Direct deposit,CCD,Online banking,0
834e7b29-0b8c-497a-b214-84acbaf8592f,2026-07-07T11:51:18.584976+00:00,ORIG-25163,RCVR-23272,619.76,Summit Health,Cedar Utilities,MA,MA,3435,Tax payment,PPD,API,0
7efed94b-5b46-4bb6-ac11-ed656667d251,2026-08-04T07:31:18.584976+00:00,ORIG-87922,RCVR-65289,232.53,Summit Health,Maple Consulting,FL,OH,1549,Bill payment,CCD,Online banking,0
5919f290-a4e0-4dc1-a4d9-9c9ebca695b2,2026-07-14T07:59:18.584976+00:00,ORIG-70532,RCVR-52379,518.29,Pine Valley Foods,Cedar Utilities,CO,TX,1229,Direct deposit,CCD,Online banking,0
eafdd3f8-ec03-418d-adda-8e0deacd46a3,2026-07-17T20:59:18.584976+00:00,ORIG-97723,RCVR-83428,397.15,Northstar Services,Brightline Supply,CA,GA,1083,Vendor payment,CCD,Online banking,0
ca4b8e4e-c325-4620-b4f4-b56acc57d9b8,2026-07-13T10:07:18.584976+00:00,ORIG-44510,RCVR-93068,355.11,Harbor Manufacturing,Cedar Utilities,OH,CO,2373,Vendor payment,WEB,Online banking,0
3c0cfe96-b64b-4854-981d-65528e30bdfd,2026-08-01T14:38:18.584976+00:00,ORIG-85383,RCVR-15885,266.91,Summit Health,Maple Consulting,TX,NC,3526,Tax payment,WEB,Branch initiated,0
5a375eb8-b060-4275-97ac-3542a4b8d2ed,2026-08-20T12:37:18.584976+00:00,ORIG-80330,RCVR-46466,106.5,Summit Health,Cedar Utilities,FL,OH,973,Bill payment,WEB,File upload,0
3e13214c-e60f-488b-a18a-9f78d46740dc,2026-07-10T13:24:18.584976+00:00,ORIG-69442,RCVR-44849,554.02,Pine Valley Foods,Avery Johnson,NY,CO,2266,Tax payment,PPD,File upload,0
59c4e81e-02a8-44a0-ae8a-ce8580d7ddcc,2026-07-16T22:10:18.584976+00:00,ORIG-14602,RCVR-36620,655.88,Harbor Manufacturing,Brightline Supply,IL,WA,268,Tax payment,CCD,Online banking,0
9ffbcf6e-1daf-434d-b97a-b3c189d9a608,2026-07-09T01:59:18.584976+00:00,ORIG-77104,RCVR-39156,241.53,Pine Valley Foods,Brightline Supply,WA,MA,1843,Payroll,CCD,Online banking,0
83ff8e44-f829-4465-b0f1-e30e63c4f11d,2026-08-20T02:04:18.584976+00:00,ORIG-55758,RCVR-35297,253.98,Summit Health,Avery Johnson,TX,CO,547,Bill payment,CCD,File upload,0
f1b9d4b2-a004-4e36-9af3-5bb4cc4e4e2c,2026-08-17T06:09:18.584976+00:00,ORIG-32332,RCVR-40493,631.39,Northstar Services,Avery Johnson,CO,VA,1893,Vendor payment,PPD,Online banking,0
12021336-67b3-42b3-92c2-37430fff27ca,2026-07-26T09:54:18.584976+00:00,ORIG-74847,RCVR-87537,445.66,Harbor Manufacturing,Avery Johnson,CA,WA,1522,Vendor payment,WEB,API,0
92d4a6c1-f236-48d2-9f16-4910e4e16354,2026-08-15T10:30:18.584976+00:00,ORIG-50575,RCVR-22948,818.29,Pine Valley Foods,Brightline Supply,WA,TX,1909,Payroll,WEB,File upload,0
c3fa7956-2836-41e1-abf2-76212eeb9f87,2026-07-01T01:28:18.584976+00:00,ORIG-43522,RCVR-85279,210.6,Summit Health,Brightline Supply,WA,NC,2033,Bill payment,PPD,Online banking,0
c5a87ea3-11da-4330-b733-f098ec32fc52,2026-08-19T13:55:18.584976+00:00,ORIG-98270,RCVR-38047,133.72,Pine Valley Foods,Maple Consulting,WA,VA,2549,Payroll,PPD,Online banking,0
343b735c-7063-45f6-8135-57caf3069c9b,2026-07-17T00:44:18.584976+00:00,ORIG-60001,RCVR-38195,333.52,Northstar Services,Maple Consulting,CO,WA,231,Vendor payment,PPD,Online banking,0
b29d3cb7-9905-412e-b746-ac6544f91503,2026-07-21T08:10:18.584976+00:00,ORIG-64277,RCVR-27765,449.61,Northstar Services,Cedar Utilities,GA,NC,1906,Direct deposit,WEB,Online banking,0
d74d0a4c-bcc4-4a97-9db5-0a8e946c9a32,2026-08-15T09:33:18.584976+00:00,ORIG-53717,RCVR-83804,658.55,Northstar Services,Avery Johnson,GA,FL,1892,Payroll,PPD,File upload,0
6d9c42b9-adfc-4b91-a862-df7800289b31,2026-08-17T16:52:18.584976+00:00,ORIG-22258,RCVR-24307,562.62,Pine Valley Foods,Maple Consulting,FL,FL,1937,Payroll,WEB,Online banking,0
6b2f15ab-7a72-46ec-9283-d9a468ae6832,2026-08-07T21:06:18.584976+00:00,ORIG-51446,RCVR-46612,1256.28,Summit Health,Avery Johnson,CA,IL,27,Direct deposit,CCD,Online banking,0
841a025b-e7e3-4db3-99d6-ebedb14077b3,2026-07-14T19:14:18.584976+00:00,ORIG-49522,RCVR-48421,331.03,Pine Valley Foods,Brightline Supply,FL,GA,1629,Payroll,PPD,Online banking,0
594adf15-1d0c-423b-bf95-45aabc709d2d,2026-08-01T07:31:18.584976+00:00,ORIG-28601,RCVR-97073,97.59,Northstar Services,Cedar Utilities,IL,CO,3269,Direct deposit,PPD,Online banking,0
c2b7dcde-917d-4209-aa92-d5cc53a46296,2026-08-18T19:06:18.584976+00:00,ORIG-94089,RCVR-91986,387.05,Harbor Manufacturing,Cedar Utilities,FL,NC,1909,Tax payment,CCD,File upload,0
05022807-c19e-4dd6-9f7c-f664c35d5cab,2026-08-18T15:49:18.584976+00:00,ORIG-45435,RCVR-55212,122.31,Harbor Manufacturing,Cedar Utilities,VA,FL,454,Bill payment,WEB,API,0
b27136e9-5657-4675-a596-834d3cb1d827,2026-08-12T13:52:18.584976+00:00,ORIG-63032,RCVR-47425,384.79,Summit Health,Cedar Utilities,NC,OH,3601,Tax payment,WEB,Online banking,0
26ab473e-6620-4424-b21c-f00cdde91a67,2026-08-01T09:13:18.584976+00:00,ORIG-75562,RCVR-78880,380.8,Harbor Manufacturing,Cedar Utilities,CA,CA,3070,Vendor payment,CCD,File upload,0
7b0c8fe4-b0dd-4c60-b215-21b1bd7788ba,2026-07-01T02:37:18.584976+00:00,ORIG-84958,RCVR-14263,575.9,Summit Health,Cedar Utilities,TX,CO,353,Direct deposit,CCD,Online banking,0
77d42438-dc37-4b91-ae78-7d144eabe986,2026-07-15T02:39:18.584976+00:00,ORIG-36424,RCVR-61516,273.23,Pine Valley Foods,Brightline Supply,WA,OH,1792,Bill payment,CCD,Branch initiated,0
a8925e8f-49a2-4f5e-a7d7-5294c16c6b72,2026-08-17T07:07:18.584976+00:00,ORIG-85246,RCVR-79177,282.2,Summit Health,Cedar Utilities,CO,GA,2928,Payroll,PPD,Online banking,0
1aeb62bd-d8c1-498c-85e3-486400e99052,2026-08-05T16:45:18.584976+00:00,ORIG-99957,RCVR-29449,249.61,Northstar Services,Cedar Utilities,WA,NY,251,Payroll,PPD,API,0
36231f46-6589-493f-a162-02a5d0f77368,2026-07-17T13:07:18.584976+00:00,ORIG-62862,RCVR-69432,453.52,Pine Valley Foods,Avery Johnson,IL,WA,2329,Payroll,PPD,Online banking,0
fd317c41-df16-4fdd-83cb-dfa7f092b9e1,2026-07-14T21:08:18.584976+00:00,ORIG-22103,RCVR-60394,160.91,Pine Valley Foods,Brightline Supply,CA,TX,1872,Tax payment,WEB,API,0
2454a997-21c4-44a0-ba96-b0580aaa52d5,2026-06-29T07:38:18.584976+00:00,ORIG-90973,RCVR-15862,493.42,Summit Health,Avery Johnson,WA,WA,1231,Tax payment,PPD,Branch initiated,0
3b90e12b-0bba-4dfd-89e5-c5cf393ff1e2,2026-07-02T00:12:18.584976+00:00,ORIG-42105,RCVR-15325,1412.98,Northstar Services,Avery Johnson,IL,NC,2804,Vendor payment,PPD,Online banking,0
b1b3b07c-c6ab-410a-ba84-6f042cdb41da,2026-08-12T01:03:18.584976+00:00,ORIG-20811,RCVR-22598,107.28,Northstar Services,Cedar Utilities,GA,NY,2647,Bill payment,WEB,Online banking,0
0de98903-a257-4746-b53a-9bab8b292996,2026-07-06T05:29:18.584976+00:00,ORIG-29671,RCVR-12381,1300.07,Pine Valley Foods,Cedar Utilities,TX,IL,282,Bill payment,PPD,Online banking,0
6990a37c-e472-4985-98ec-435a4719086d,2026-07-30T02:00:18.584976+00:00,ORIG-68520,RCVR-52159,247.23,Summit Health,Cedar Utilities,NC,CA,1810,Vendor payment,WEB,Online banking,0
a94c9bcf-caba-460f-ba02-cbd31f365ad8,2026-08-15T12:33:18.584976+00:00,ORIG-12101,RCVR-28255,420.96,Northstar Services,Brightline Supply,IL,VA,3143,Bill payment,PPD,Online banking,0
429afa0a-9222-4b08-8a0d-759b4fae711c,2026-07-16T06:09:18.584976+00:00,ORIG-75640,RCVR-19178,330.83,Summit Health,Cedar Utilities,OH,MA,1470,Vendor payment,CCD,Online banking,0
ce087f58-d8fc-4a0c-b81f-1a47ca596f0b,2026-07-31T14:55:18.584976+00:00,ORIG-11103,RCVR-48621,441.3,Northstar Services,Brightline Supply,NY,CA,2874,Bill payment,PPD,API,0
9ec7b9ca-2038-4231-a281-b834c36c7526,2026-07-13T17:52:18.584976+00:00,ORIG-92778,RCVR-52908,51.9,Harbor Manufacturing,Avery Johnson,VA,FL,1630,Payroll,PPD,Online banking,0
e90b60a1-1f1a-48d3-9143-5afdf02ee19e,2026-06-27T02:14:18.584976+00:00,ORIG-65898,RCVR-63529,119.45,Northstar Services,Avery Johnson,CA,IL,2141,Vendor payment,CCD,Online banking,0
68dce151-a303-4d7c-97b6-e91295e2bef8,2026-08-12T16:27:18.584976+00:00,ORIG-36280,RCVR-26666,323.97,Summit Health,Avery Johnson,WA,FL,2684,Bill payment,WEB,File upload,0
52536589-e38a-4262-82d3-e04142bb0685,2026-08-19T19:17:18.584976+00:00,ORIG-52611,RCVR-39411,344.0,Harbor Manufacturing,Cedar Utilities,NC,NC,3587,Bill payment,WEB,Online banking,0
4ae97515-e6f0-4ee0-98bb-b7798c2cda87,2026-08-07T17:11:18.584976+00:00,ORIG-93101,RCVR-49301,236.39,Summit Health,Avery Johnson,NC,GA,2947,Vendor payment,WEB,Online banking,0
970a1105-a980-49d7-8f65-2964c8ee35a9,2026-08-07T07:12:18.584976+00:00,ORIG-65293,RCVR-20888,425.58,Summit Health,Maple Consulting,MA,OH,1303,Payroll,WEB,API,0
3bcedb45-7c8e-4c8e-bf16-4de7fe52b25a,2026-07-10T02:06:18.584976+00:00,ORIG-69383,RCVR-10497,618.7,Summit Health,Maple Consulting,FL,NC,1440,Direct deposit,PPD,File upload,0
5c3890e5-468f-4d5f-9c16-dda4aa03d387,2026-07-26T17:25:18.584976+00:00,ORIG-63578,RCVR-81536,684.23,Summit Health,Cedar Utilities,TX,NY,1915,Payroll,WEB,Online banking,0
2bf7ce77-bb54-4252-9b31-86395ba8df98,2026-08-15T09:12:18.584976+00:00,ORIG-14784,RCVR-64104,404.03,Northstar Services,Cedar Utilities,MA,CA,1236,Vendor payment,PPD,Online banking,0
cf13fee7-d47f-4d5a-9997-0c825512a626,2026-07-27T02:33:18.584976+00:00,ORIG-50270,RCVR-64955,225.74,Summit Health,Brightline Supply,IL,CA,3456,Bill payment,WEB,File upload,0
91cec2b0-9d04-4374-a5a0-7f549fd22005,2026-07-19T10:10:18.584976+00:00,ORIG-32553,RCVR-12253,1193.18,Summit Health,Cedar Utilities,IL,TX,362,Payroll,PPD,API,0
441600b5-8f19-4895-a541-276b02b35e45,2026-06-26T02:32:18.584976+00:00,ORIG-82146,RCVR-20526,353.65,Pine Valley Foods,Maple Consulting,GA,OH,1383,Tax payment,CCD,API,0
981ca611-6f03-41f8-b89e-a6ed21e7ef6c,2026-07-06T02:20:18.584976+00:00,ORIG-79236,RCVR-77740,162.08,Harbor Manufacturing,Maple Consulting,WA,CO,76,Bill payment,PPD,File upload,0
e4652be2-56bf-43b4-af68-d5ee4bceb2d6,2026-08-16T20:55:18.584976+00:00,ORIG-50763,RCVR-35699,650.59,Harbor Manufacturing,Avery Johnson,FL,MA,3537,Payroll,PPD,File upload,0
35a43a6a-d679-4be8-9de7-ca912b587252,2026-08-16T05:09:18.584976+00:00,ORIG-65559,RCVR-10549,80.91,Pine Valley Foods,Maple Consulting,WA,OH,2631,Tax payment,CCD,Online banking,0
ce1ceae8-5bbb-4db7-9157-2c4d41237b6e,2026-08-15T12:47:18.584976+00:00,ORIG-36429,RCVR-23767,686.0,Summit Health,Avery Johnson,CA,WA,3074,Direct deposit,WEB,Online banking,0
403b75e2-2328-4a9a-92b2-7e3bd14e84d9,2026-07-09T09:06:18.584976+00:00,ORIG-15975,RCVR-23757,747.7,Summit Health,Brightline Supply,OH,NC,3079,Payroll,WEB,API,0
77b76df6-e536-42e3-9754-3b73eaf4d587,2026-08-11T21:15:18.584976+00:00,ORIG-71165,RCVR-78666,1736.68,Harbor Manufacturing,Cedar Utilities,IL,VA,317,Vendor payment,CCD,Online banking,0
7472bf9b-6f80-4546-b6e7-11a6abeca213,2026-07-21T02:46:18.584976+00:00,ORIG-12966,RCVR-71937,415.37,Pine Valley Foods,Maple Consulting,WA,CO,565,Direct deposit,WEB,File upload,0
dccb0cd8-e490-467e-bd47-e76f1474d072,2026-07-31T05:15:18.584976+00:00,ORIG-65935,RCVR-13603,1934.79,Northstar Services,Maple Consulting,NC,CO,3602,Tax payment,WEB,Branch initiated,0
bd318024-e8b2-48ab-9433-2520baaf4d00,2026-07-28T23:28:18.584976+00:00,ORIG-35947,RCVR-73591,439.6,Harbor Manufacturing,Brightline Supply,CO,OH,30,Vendor payment,CCD,API,0
8899fd7f-937b-4d4f-98f9-deb02de03dff,2026-07-01T21:05:18.584976+00:00,ORIG-75601,RCVR-14125,726.68,Northstar Services,Brightline Supply,MA,NY,1202,Vendor payment,PPD,Online banking,0
5144d106-48dd-4fe7-a5b9-947294592d3c,2026-07-15T21:01:18.584976+00:00,ORIG-61210,RCVR-86687,704.33,Northstar Services,Maple Consulting,FL,CO,2260,Bill payment,CCD,Online banking,0
002c4204-64e6-400d-bae6-3236c888f262,2026-07-08T21:02:18.584976+00:00,ORIG-99474,RCVR-56728,1651.95,Northstar Services,Maple Consulting,NY,VA,148,Bill payment,CCD,Online banking,1
6faa0534-872f-4f8a-93ca-677112f3cc11,2026-08-15T20:30:18.584976+00:00,ORIG-29030,RCVR-60907,393.26,Northstar Services,Avery Johnson,NC,IL,811,Bill payment,PPD,Branch initiated,0
b5c35eec-82b6-4054-b270-347d373d2c03,2026-06-22T19:12:18.584976+00:00,ORIG-46971,RCVR-37771,464.45,Northstar Services,Brightline Supply,IL,FL,3505,Bill payment,WEB,Online banking,0
216ea1c2-6395-40de-b524-256a1b45f31c,2026-08-18T16:57:18.584976+00:00,ORIG-65716,RCVR-88733,927.5,Northstar Services,Avery Johnson,CO,WA,38,Payroll,WEB,Branch initiated,1
be3c24e6-2fbd-4d92-8340-6fa4dfaebae7,2026-07-17T12:47:18.584976+00:00,ORIG-82096,RCVR-60873,579.91,Harbor Manufacturing,Maple Consulting,MA,WA,2737,Tax payment,CCD,Online banking,0
01545826-fd41-497d-a8fd-e9f52fc950e5,2026-07-01T19:05:18.584976+00:00,ORIG-12238,RCVR-25530,259.4,Harbor Manufacturing,Maple Consulting,CA,MA,638,Direct deposit,WEB,File upload,0
06b0aae1-78b3-4d6d-8fc1-e6e7c0dcf7cf,2026-06-28T14:04:18.584976+00:00,ORIG-71926,RCVR-42346,134.02,Harbor Manufacturing,Cedar Utilities,CO,MA,314,Direct deposit,CCD,Online banking,0
9da34663-a3eb-405f-a90f-85ec2d45c993,2026-08-11T21:20:18.584976+00:00,ORIG-83765,RCVR-75241,327.13,Northstar Services,Cedar Utilities,TX,MA,3500,Payroll,WEB,File upload,0
8ebe7df3-394f-4414-ade9-7a3326a0b666,2026-07-09T19:32:18.584976+00:00,ORIG-12472,RCVR-30120,293.32,Harbor Manufacturing,Cedar Utilities,WA,NC,1516,Bill payment,CCD,File upload,0
d84d2b8d-755a-4669-98c5-aa1556689d9e,2026-07-09T04:53:18.584976+00:00,ORIG-67873,RCVR-23336,375.08,Northstar Services,Maple Consulting,MA,CO,3301,Bill payment,WEB,API,0
a7822e86-2f34-4fb7-8d40-5a2ad9a8c881,2026-06-23T11:43:18.584976+00:00,ORIG-18021,RCVR-38378,479.62,Northstar Services,Maple Consulting,NY,VA,3641,Direct deposit,CCD,File upload,0
3c343272-03ac-4079-9526-c91c13a5f25d,2026-07-24T09:22:18.584976+00:00,ORIG-70164,RCVR-98043,107.3,Pine Valley Foods,Maple Consulting,MA,WA,1363,Bill payment,CCD,API,0
a541b840-7ef8-4723-8df7-90a66463ad48,2026-07-15T04:29:18.584976+00:00,ORIG-82745,RCVR-77658,359.41,Harbor Manufacturing,Avery Johnson,NY,FL,559,Payroll,CCD,API,0
6e69df6f-bbf2-4016-a928-45bbbe4775a0,2026-07-17T12:22:18.584976+00:00,ORIG-18860,RCVR-37069,324.1,Harbor Manufacturing,Brightline Supply,FL,NY,568,Bill payment,WEB,Online banking,0
0c4c657a-aada-4bf8-8f5d-43d9d124e43f,2026-07-03T16:50:18.584976+00:00,ORIG-89610,RCVR-16831,890.76,Summit Health,Avery Johnson,OH,NY,2145,Direct deposit,WEB,API,0
74cf0490-536e-49f7-a5ec-dfd5932dcb89,2026-08-04T19:12:18.584976+00:00,ORIG-40843,RCVR-44040,1320.65,Northstar Services,Cedar Utilities,MA,MA,3419,Tax payment,PPD,API,0
6844faef-f2ac-4faa-9ef7-846567df6cdb,2026-06-29T06:27:18.584976+00:00,ORIG-88142,RCVR-68900,677.78,Summit Health,Cedar Utilities,CO,MA,2794,Bill payment,CCD,API,0
ffcecb8f-a1d7-440e-a8d4-7f8ddc860ea8,2026-07-08T17:41:18.584976+00:00,ORIG-54433,RCVR-55123,369.17,Harbor Manufacturing,Brightline Supply,NY,NY,2887,Payroll,PPD,File upload,0
b7ee52c8-d57b-40fc-b651-abb90ea1df8e,2026-07-03T21:18:18.584976+00:00,ORIG-37532,RCVR-62748,577.6,Pine Valley Foods,Maple Consulting,FL,NY,2894,Vendor payment,PPD,Branch initiated,0
bb38d911-8f99-431d-976b-e059c2dd9f10,2026-08-07T10:51:18.584976+00:00,ORIG-70920,RCVR-58626,220.14,Summit Health,Maple Consulting,CO,CO,3194,Bill payment,PPD,API,0
5bcea88a-92cf-48f5-aa76-02f62118e445,2026-07-02T09:51:18.584976+00:00,ORIG-82415,RCVR-62972,655.32,Pine Valley Foods,Avery Johnson,IL,IL,740,Direct deposit,WEB,File upload,0
5a931305-6db0-4be2-b650-99aba90b0060,2026-08-19T14:05:18.584976+00:00,ORIG-98946,RCVR-62103,634.71,Harbor Manufacturing,Maple Consulting,IL,FL,1847,Direct deposit,PPD,Branch initiated,0
5f9fc8d4-d2fe-4928-9db2-6d013f28b01a,2026-08-13T12:52:18.584976+00:00,ORIG-15156,RCVR-54883,288.56,Northstar Services,Avery Johnson,GA,NY,758,Direct deposit,CCD,Online banking,0
e5326c96-00e8-4907-b621-70731c2c5c14,2026-07-26T09:33:18.584976+00:00,ORIG-67746,RCVR-30959,360.22,Harbor Manufacturing,Maple Consulting,GA,CO,2276,Payroll,WEB,Online banking,0
7573fba6-2466-4cf5-99d0-e7fedceadbec,2026-06-30T14:58:18.584976+00:00,ORIG-52611,RCVR-44093,6191.6,Northstar Services,Brightline Supply,NC,FOREIGN,157,Tax payment,WEB,Online banking,1
adf91e00-3bf5-4394-84db-a453a03e16a5,2026-06-26T21:50:18.584976+00:00,ORIG-26675,RCVR-70557,144.99,Pine Valley Foods,Maple Consulting,TX,GA,3369,Direct deposit,PPD,Online banking,0
f8df1f3a-7275-4ca5-b2cd-c6d791bb92e3,2026-08-16T12:09:18.584976+00:00,ORIG-17798,RCVR-26441,339.56,Summit Health,Maple Consulting,TX,NC,3377,Vendor payment,CCD,File upload,0
0d089b91-cb72-45c7-b0ea-9ea7ea3b4eef,2026-07-01T12:30:18.584976+00:00,ORIG-87085,RCVR-74127,409.96,Harbor Manufacturing,Cedar Utilities,MA,GA,1236,Payroll,CCD,File upload,0
2c8abf5e-765f-4e90-8237-4f4093902247,2026-07-18T18:39:18.584976+00:00,ORIG-15845,RCVR-81518,686.11,Northstar Services,Avery Johnson,CA,FL,705,Tax payment,PPD,Online banking,0
188a3cd9-0af8-4ffc-ad74-44b7113f28de,2026-08-13T18:37:18.584976+00:00,ORIG-91224,RCVR-14269,757.94,Harbor Manufacturing,Cedar Utilities,IL,GA,2397,Vendor payment,PPD,File upload,0
61ff4456-003c-46e1-8651-a9eb214c0334,2026-07-20T03:10:18.584976+00:00,ORIG-32716,RCVR-10859,333.25,Pine Valley Foods,Brightline Supply,GA,GA,3318,Bill payment,WEB,File upload,0
350f5d44-ab49-48b7-b3f4-2a6032b8cd16,2026-07-20T12:53:18.584976+00:00,ORIG-91027,RCVR-39654,184.57,Harbor Manufacturing,Cedar Utilities,CA,CO,138,Vendor payment,CCD,API,0
3b6d1d78-1e38-494f-97ca-6ed0b87d6257,2026-07-01T09:24:18.584976+00:00,ORIG-37282,RCVR-91760,251.68,Pine Valley Foods,Brightline Supply,IL,WA,3482,Vendor payment,CCD,Branch initiated,0
62795e79-d71b-4d25-addb-0dc9e00bdda6,2026-06-27T23:01:18.584976+00:00,ORIG-13493,RCVR-55458,268.69,Pine Valley Foods,Avery Johnson,CA,OH,664,Tax payment,PPD,Online banking,0
e56484ce-b323-4547-a294-6dbc6c89712b,2026-07-21T12:17:18.584976+00:00,ORIG-90180,RCVR-88793,210.78,Pine Valley Foods,Avery Johnson,NC,MA,2035,Direct deposit,PPD,Online banking,0
b18d4d8c-fddd-414a-bcc3-da61ece13568,2026-07-10T00:03:18.584976+00:00,ORIG-30978,RCVR-18593,65.63,Northstar Services,Maple Consulting,MA,IL,1100,Payroll,WEB,Online banking,0
c3d795f0-5811-4dbb-8e47-2383dc8be93a,2026-07-11T01:30:18.584976+00:00,ORIG-27359,RCVR-33699,198.82,Summit Health,Maple Consulting,CO,TX,1974,Bill payment,PPD,File upload,0
b0ab8e8a-8f7c-48b3-b188-88fadf482e2b,2026-08-09T04:37:18.584976+00:00,ORIG-51746,RCVR-29810,93.26,Summit Health,Cedar Utilities,IL,NY,583,Payroll,WEB,Online banking,0
147e6ac2-1c91-4654-b86d-f5fc5ecf9e01,2026-07-11T00:34:18.584976+00:00,ORIG-10591,RCVR-84852,306.33,Pine Valley Foods,Cedar Utilities,GA,CA,252,Vendor payment,PPD,File upload,0
a7e5fff5-964c-4edb-a5db-ea30dcb4f31c,2026-08-15T03:18:18.584976+00:00,ORIG-56481,RCVR-11301,140.9,Harbor Manufacturing,Avery Johnson,GA,MA,573,Payroll,WEB,API,0
f9b4291d-3c1d-43a6-9386-3a5885d79455,2026-07-24T14:11:18.584976+00:00,ORIG-67883,RCVR-73584,185.0,Summit Health,Brightline Supply,CA,OH,521,Bill payment,WEB,File upload,0
3e27ac07-2333-4721-842b-abc2db1cb649,2026-08-08T21:40:18.584976+00:00,ORIG-81467,RCVR-40967,706.41,Harbor Manufacturing,Cedar Utilities,CO,OH,450,Tax payment,PPD,File upload,0
348f0f0e-e09e-40d3-a2c2-633fc442dfb2,2026-08-20T04:15:18.584976+00:00,ORIG-74571,RCVR-15432,1109.48,Summit Health,Maple Consulting,OH,NY,814,Vendor payment,PPD,File upload,0
8baa44ce-a0db-499e-9d76-124ad8e677b0,2026-06-28T05:59:18.584976+00:00,ORIG-56437,RCVR-22487,180.04,Harbor Manufacturing,Avery Johnson,OH,NC,2225,Bill payment,CCD,Online banking,0
79ed9365-47f3-48bf-aca1-daf138d7f446,2026-07-04T13:02:18.584976+00:00,ORIG-79113,RCVR-79521,987.5,Pine Valley Foods,Brightline Supply,OH,MA,1792,Direct deposit,PPD,Online banking,0
d4e63189-9007-417d-9412-d99785908a11,2026-08-05T04:57:18.584976+00:00,ORIG-62153,RCVR-73210,81.91,Pine Valley Foods,Brightline Supply,OH,IL,164,Bill payment,WEB,Online banking,1
f810c392-766a-47d6-8e65-ef6063e11925,2026-06-28T13:12:18.584976+00:00,ORIG-32624,RCVR-34060,814.79,Harbor Manufacturing,Avery Johnson,OH,FL,1446,Direct deposit,PPD,File upload,0
303ed336-13ac-4066-b650-dd1571afe1d3,2026-07-24T13:23:18.584976+00:00,ORIG-34733,RCVR-87199,496.08,Harbor Manufacturing,Brightline Supply,OH,NC,696,Vendor payment,PPD,Branch initiated,0
